type,seq,timestamp,taget_seq,taget,mac,rssi,rate,sig_mode,mcs,cwb,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel_primary,channel_secondary,local_timestamp,ant,sig_len,rx_state,len,first_word_invalid,data
CSI_DATA,12791,2023-11-13 20:47:06.896,1,Jump,d4:da:21:98:07:d9,-30,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,150709327,0,37,0,104,0,"[-19, -17, -16, -14, -11, -11, -7, -10, -1, -9, 4, -9, 10, -10, 13, -12, 17, -15, 19, -17, 21, -20, 20, -22, 18, -22, 17, -22, 15, -20, 15, -17, 14, -14, 14, -10, 16, -6, 18, -2, 21, 1, 24, 3, 26, 4, 28, 6, 28, 5, 26, 4, 18, 3, 12, 4, 6, 4, 1, 6, -4, 9, -7, 11, -9, 14, -9, 16, -8, 19, -7, 20, -4, 20, -1, 18, 2, 15, 4, 12, 5, 7, 6, 3, 6, -2, 4, -5, 2, -8, 0, -10, -2, -11, -5, -10, -7, -9, -8, -7, -9, -4, -8, -1]"
CSI_DATA,12792,2023-11-13 20:47:06.905,1,Jump,d4:da:21:98:07:d9,-30,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,150717333,0,37,0,104,0,"[-19, 12, -16, 10, -13, 7, -10, 3, -8, -2, -7, -7, -7, -11, -8, -15, -9, -19, -11, -21, -13, -24, -15, -24, -15, -21, -15, -21, -14, -18, -12, -18, -9, -16, -5, -16, -2, -16, 2, -18, 5, -19, 8, -21, 9, -23, 11, -25, 11, -24, 9, -23, 7, -16, 6, -11, 5, -5, 5, 0, 7, 4, 9, 8, 11, 10, 13, 10, 15, 10, 16, 9, 17, 7, 16, 4, 13, 1, 11, -2, 7, -4, 4, -5, 0, -6, -4, -6, -7, -5, -9, -3, -10, 0, -10, 2, -9, 4, -7, 5, -5, 6, -3, 6]"
CSI_DATA,12793,2023-11-13 20:47:06.922,1,Jump,d4:da:21:98:07:d9,-30,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,150733727,0,37,0,104,0,"[21, 3, 17, 3, 14, 3, 9, 4, 4, 6, 0, 8, -4, 12, -6, 15, -7, 19, -8, 22, -8, 25, -7, 26, -5, 24, -5, 24, -4, 21, -5, 20, -6, 16, -8, 14, -11, 11, -14, 9, -17, 8, -21, 8, -23, 7, -26, 7, -26, 7, -23, 7, -16, 4, -12, 2, -8, -1, -4, -5, -2, -9, 0, -12, 0, -16, -1, -18, -3, -19, -5, -20, -6, -19, -8, -15, -9, -12, -9, -8, -9, -4, -7, 0, -5, 3, -2, 5, 1, 7, 3, 7, 5, 7, 7, 5, 8, 3, 8, 1, 8, -1, 6, -3]"
CSI_DATA,12794,2023-11-13 20:47:06.936,1,Jump,d4:da:21:98:07:d9,-30,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,150749326,0,37,0,104,0,"[19, 13, 16, 10, 11, 9, 6, 7, 1, 7, -5, 8, -9, 10, -13, 12, -16, 15, -18, 18, -19, 21, -19, 22, -16, 22, -15, 22, -13, 20, -14, 17, -13, 14, -14, 10, -15, 6, -18, 2, -21, 0, -24, -2, -26, -3, -28, -4, -28, -4, -26, -3, -18, -3, -13, -4, -7, -5, -2, -7, 2, -9, 5, -12, 7, -15, 7, -17, 6, -19, 4, -20, 2, -21, -1, -18, -3, -15, -5, -12, -6, -7, -7, -3, -6, 1, -5, 4, -3, 7, 0, 8, 2, 9, 4, 9, 6, 8, 7, 5, 7, 3, 7, 0]"
CSI_DATA,12795,2023-11-13 20:47:06.947,1,Jump,d4:da:21:98:07:d9,-30,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,150761329,0,37,0,104,0,"[-3, -22, -3, -18, -1, -15, 1, -10, 4, -6, 8, -3, 13, 0, 16, 1, 20, 1, 23, 0, 26, 0, 27, -2, 25, -3, 25, -4, 21, -4, 20, -2, 17, 0, 15, 3, 13, 6, 13, 10, 12, 14, 12, 18, 13, 19, 14, 22, 14, 21, 13, 20, 8, 13, 5, 10, 1, 7, -4, 4, -8, 3, -12, 2, -15, 3, -17, 5, -18, 6, -18, 8, -16, 10, -13, 11, -9, 10, -6, 10, -2, 8, 1, 5, 4, 3, 6, -1, 7, -4, 6, -6, 5, -8, 3, -9, 1, -10, -1, -9, -3, -8, -5, -6]"
CSI_DATA,12796,2023-11-13 20:47:06.956,1,Jump,d4:da:21:98:07:d9,-30,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,150769327,0,37,0,104,0,"[-21, 7, -17, 6, -14, 3, -10, 0, -7, -4, -4, -8, -3, -13, -3, -17, -4, -21, -5, -24, -6, -27, -8, -27, -9, -25, -10, -24, -9, -21, -7, -20, -4, -18, -1, -16, 3, -15, 7, -16, 10, -16, 14, -17, 15, -18, 18, -19, 18, -19, 16, -18, 11, -12, 8, -8, 6, -3, 5, 2, 5, 6, 5, 10, 7, 12, 8, 14, 10, 14, 12, 14, 13, 12, 13, 9, 12, 5, 11, 2, 8, -1, 5, -4, 1, -6, -2, -6, -5, -6, -8, -5, -9, -4, -10, -2, -10, 0, -9, 2, -7, 4, -5, 5]"
CSI_DATA,12797,2023-11-13 20:47:06.965,1,Jump,d4:da:21:98:07:d9,-30,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,150777324,0,37,0,104,0,"[15, 17, 12, 14, 9, 11, 4, 9, -2, 7, -7, 7, -12, 7, -16, 9, -20, 11, -22, 13, -25, 16, -25, 18, -21, 18, -21, 18, -18, 16, -18, 14, -16, 10, -16, 6, -17, 2, -18, -2, -20, -5, -23, -8, -24, -9, -27, -12, -27, -11, -25, -10, -17, -7, -12, -6, -6, -6, -1, -7, 4, -9, 7, -11, 9, -13, 10, -15, 10, -18, 9, -19, 7, -20, 3, -18, 0, -15, -2, -13, -5, -8, -6, -4, -6, 0, -6, 4, -4, 7, -2, 9, 0, 10, 3, 10, 4, 9, 6, 7, 7, 4, 7, 2]"
CSI_DATA,12798,2023-11-13 20:47:06.977,1,Jump,d4:da:21:98:07:d9,-30,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,150789326,0,37,0,104,0,"[-3, -24, -3, -20, -1, -15, 1, -11, 5, -6, 9, -2, 14, 0, 18, 1, 22, 1, 26, 1, 29, 0, 30, -2, 27, -4, 27, -4, 24, -4, 22, -3, 19, -1, 16, 3, 14, 7, 13, 11, 13, 14, 13, 18, 14, 20, 14, 24, 15, 23, 14, 21, 9, 15, 5, 11, 1, 8, -4, 5, -9, 4, -13, 3, -16, 4, -18, 6, -19, 8, -19, 9, -18, 11, -14, 11, -9, 11, -6, 10, -2, 8, 2, 6, 5, 2, 6, -1, 7, -5, 6, -7, 5, -9, 3, -11, 1, -11, -2, -10, -4, -9, -5, -7]"
CSI_DATA,12799,2023-11-13 20:47:06.984,1,Jump,d4:da:21:98:07:d9,-30,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,150797326,0,37,0,104,0,"[-20, 5, -16, 4, -13, 2, -9, -1, -5, -4, -3, -8, -1, -12, -1, -16, -1, -19, -2, -22, -3, -25, -4, -25, -5, -23, -6, -23, -5, -20, -4, -19, -2, -16, 1, -14, 5, -13, 9, -12, 12, -12, 15, -12, 17, -13, 19, -14, 19, -14, 18, -13, 12, -9, 9, -5, 6, -1, 4, 3, 3, 6, 2, 10, 3, 13, 4, 14, 5, 15, 7, 15, 8, 14, 9, 11, 9, 7, 8, 5, 6, 1, 5, -2, 2, -5, -1, -6, -3, -7, -6, -7, -7, -6, -9, -5, -9, -3, -9, -1, -8, 1, -6, 3]"
CSI_DATA,12800,2023-11-13 20:47:06.997,1,Jump,d4:da:21:98:07:d9,-30,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,150809332,0,37,0,104,0,"[19, 11, 16, 9, 11, 8, 6, 7, 0, 7, -5, 8, -10, 10, -13, 12, -16, 15, -17, 18, -19, 21, -18, 23, -15, 22, -15, 22, -13, 19, -13, 17, -12, 13, -13, 9, -15, 5, -17, 2, -20, -1, -23, -3, -25, -4, -27, -5, -27, -5, -26, -4, -18, -4, -13, -4, -7, -5, -2, -7, 2, -9, 5, -11, 6, -14, 7, -16, 6, -18, 5, -19, 3, -19, 0, -17, -2, -14, -4, -11, -6, -7, -6, -3, -6, 2, -4, 5, -3, 8, -1, 9, 2, 10, 4, 9, 6, 8, 7, 6, 7, 3, 7, 1]"
CSI_DATA,12801,2023-11-13 20:47:07.005,1,Jump,d4:da:21:98:07:d9,-30,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,150818162,0,37,0,104,0,"[-8, -23, -7, -19, -4, -15, -1, -11, 4, -7, 9, -4, 14, -3, 18, -3, 22, -3, 25, -4, 29, -5, 29, -7, 26, -8, 26, -9, 22, -8, 21, -6, 18, -3, 16, 0, 15, 4, 14, 9, 15, 13, 15, 17, 16, 19, 17, 22, 17, 22, 17, 20, 11, 13, 6, 10, 1, 7, -4, 5, -8, 4, -12, 4, -15, 5, -17, 7, -18, 9, -17, 11, -16, 12, -12, 12, -8, 11, -5, 10, 0, 7, 3, 4, 5, 2, 7, -2, 9, -6, 5, -8, 5, -10, 3, -11, 0, -11, -2, -10, -4, -9, -5, -6]"
CSI_DATA,12802,2023-11-13 20:47:07.018,1,Jump,d4:da:21:98:07:d9,-30,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,150829327,0,37,0,104,0,"[-6, 24, -5, 20, -5, 14, -6, 9, -8, 3, -11, -3, -15, -7, -18, -9, -22, -11, -25, -12, -29, -12, -30, -11, -28, -8, -28, -7, -25, -6, -22, -7, -18, -8, -14, -10, -11, -13, -8, -17, -6, -20, -4, -25, -4, -27, -3, -30, -3, -30, -4, -27, -2, -19, -1, -14, 2, -8, 5, -3, 9, 0, 12, 3, 15, 4, 18, 3, 20, 2, 20, 0, 20, -2, 17, -4, 12, -6, 9, -7, 4, -7, 0, -7, -4, -5, -8, -3, -10, -1, -11, 2, -11, 4, -10, 7, -8, 8, -6, 8, -3, 8, 0, 7]"
CSI_DATA,12803,2023-11-13 20:47:07.036,1,Jump,d4:da:21:98:07:d9,-30,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,150849500,0,37,0,104,0,"[-11, 17, -10, 13, -8, 9, -7, 5, -7, 0, -8, -5, -10, -9, -12, -11, -14, -14, -17, -15, -19, -17, -20, -16, -20, -13, -20, -13, -17, -11, -15, -11, -12, -11, -8, -11, -5, -13, -2, -15, 1, -17, 3, -20, 3, -22, 5, -24, 5, -24, 3, -22, 2, -15, 3, -11, 3, -6, 4, -1, 7, 3, 9, 5, 11, 7, 13, 7, 15, 6, 16, 5, 16, 3, 14, 0, 11, -2, 8, -4, 4, -5, 1, -5, -3, -5, -6, -4, -8, -3, -10, -1, -10, 1, -10, 3, -9, 5, -7, 6, -5, 6, -2, 6]"
