type,seq,timestamp,taget_seq,taget,mac,rssi,rate,sig_mode,mcs,cwb,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel_primary,channel_secondary,local_timestamp,ant,sig_len,rx_state,len,first_word_invalid,data
CSI_DATA,32607,2023-11-12 21:22:14.692,1,fall,d4:da:21:98:07:d9,-31,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,405683916,0,37,0,104,0,"[14, 13, 11, 15, 9, 17, 7, 19, 4, 20, 2, 20, 0, 20, -2, 18, -4, 18, -5, 17, -7, 15, -8, 13, -8, 10, -9, 7, -9, 3, -10, -1, -11, -4, -12, -7, -12, -10, -14, -12, -14, -13, -15, -15, -15, -14, -16, -14, -15, -12, -14, -9, -10, -2, -7, 2, -4, 5, -1, 8, 2, 10, 5, 11, 7, 11, 9, 10, 10, 8, 11, 6, 11, 3, 10, -1, 9, -4, 8, -7, 6, -9, 4, -10, 2, -12, -1, -12, -3, -11, -5, -10, -6, -9, -7, -7, -8, -5, -8, -3, -7, -2, -6, 0]"
CSI_DATA,32608,2023-11-12 21:22:14.705,1,fall,d4:da:21:98:07:d9,-32,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,405695908,0,37,0,104,0,"[3, -20, 6, -20, 9, -19, 12, -17, 14, -16, 15, -14, 16, -12, 16, -10, 17, -8, 16, -6, 16, -4, 15, -2, 12, 0, 10, 3, 7, 5, 5, 8, 3, 10, 1, 12, -1, 15, -2, 17, -3, 18, -4, 19, -2, 19, -2, 19, -1, 18, 1, 15, 4, 7, 6, 3, 7, -1, 7, -6, 7, -9, 6, -11, 4, -13, 3, -14, 0, -14, -2, -13, -4, -11, -7, -8, -9, -5, -11, -3, -11, 0, -11, 3, -11, 5, -9, 7, -8, 9, -6, 9, -4, 9, -2, 9, 0, 9, 2, 7, 3, 6, 3, 3]"
CSI_DATA,32609,2023-11-12 21:22:14.715,1,fall,d4:da:21:98:07:d9,-32,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,405704975,0,37,0,104,0,"[16, 10, 14, 12, 13, 14, 11, 16, 8, 17, 6, 17, 4, 18, 3, 17, 0, 17, -1, 16, -3, 15, -4, 13, -5, 10, -7, 8, -8, 5, -10, 2, -11, -1, -12, -3, -14, -6, -15, -7, -16, -8, -17, -9, -17, -8, -17, -8, -16, -7, -14, -4, -9, 2, -5, 4, -2, 7, 2, 8, 5, 9, 7, 9, 9, 8, 10, 7, 11, 5, 11, 2, 10, 0, 8, -4, 6, -6, 4, -9, 2, -10, -1, -11, -3, -12, -5, -11, -7, -10, -8, -8, -9, -7, -9, -5, -9, -3, -8, -1, -7, 0, -5, 2]"
CSI_DATA,32610,2023-11-12 21:22:14.726,1,fall,d4:da:21:98:07:d9,-32,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,405715912,0,37,0,104,0,"[17, 8, 16, 11, 15, 13, 13, 15, 11, 16, 8, 17, 6, 17, 4, 16, 2, 16, 0, 16, -2, 15, -3, 13, -4, 11, -6, 8, -8, 5, -10, 2, -11, 0, -12, -2, -14, -4, -16, -6, -16, -7, -17, -7, -17, -6, -18, -7, -16, -5, -14, -3, -8, 2, -5, 5, -1, 7, 2, 8, 6, 9, 8, 9, 10, 8, 11, 6, 11, 4, 11, 1, 10, -1, 8, -4, 5, -7, 3, -9, 1, -10, -2, -12, -4, -12, -6, -11, -8, -10, -9, -8, -9, -6, -10, -4, -9, -3, -8, -1, -7, 1, -5, 2]"
CSI_DATA,32611,2023-11-12 21:22:14.737,1,fall,d4:da:21:98:07:d9,-32,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,405727907,0,37,0,104,0,"[0, -21, 2, -21, 5, -21, 7, -19, 9, -18, 10, -16, 12, -14, 12, -12, 13, -10, 14, -8, 14, -6, 13, -4, 11, -1, 10, 1, 8, 3, 7, 6, 5, 9, 3, 11, 2, 13, 1, 15, 1, 16, 0, 17, 1, 17, 1, 17, 2, 15, 3, 13, 6, 5, 6, 1, 7, -4, 7, -8, 6, -10, 5, -12, 4, -14, 1, -14, -1, -13, -3, -12, -5, -10, -7, -6, -8, -3, -10, 0, -10, 3, -10, 5, -10, 8, -8, 9, -7, 10, -5, 11, -3, 10, -1, 10, 1, 9, 2, 7, 3, 5, 3, 3]"
CSI_DATA,32612,2023-11-12 21:22:14.745,1,fall,d4:da:21:98:07:d9,-32,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,405735915,0,37,0,104,0,"[-13, 16, -14, 15, -16, 13, -17, 11, -17, 9, -18, 6, -18, 3, -17, 1, -16, -1, -16, -3, -15, -4, -13, -6, -10, -6, -8, -8, -5, -8, -2, -10, 0, -11, 2, -12, 5, -13, 7, -14, 8, -15, 8, -15, 8, -15, 8, -15, 6, -14, 4, -13, -2, -8, -6, -5, -8, -2, -10, 2, -11, 5, -12, 7, -11, 8, -9, 9, -7, 10, -5, 10, -2, 9, 2, 8, 4, 6, 7, 4, 9, 2, 10, -1, 11, -3, 11, -5, 10, -7, 9, -8, 7, -9, 5, -9, 4, -9, 2, -9, 0, -7, -1, -6]"
CSI_DATA,32613,2023-11-12 21:22:14.765,1,fall,d4:da:21:98:07:d9,-33,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,405755914,0,37,0,104,0,"[-20, -10, -18, -12, -16, -14, -14, -15, -12, -16, -9, -16, -6, -16, -4, -16, -2, -16, 0, -16, 2, -15, 3, -13, 4, -11, 6, -9, 7, -6, 9, -4, 10, -2, 11, 1, 12, 3, 13, 5, 14, 7, 15, 8, 15, 7, 15, 7, 14, 6, 12, 3, 7, -2, 4, -6, 0, -8, -3, -11, -6, -12, -8, -12, -10, -12, -11, -10, -12, -8, -12, -6, -11, -3, -9, 1, -7, 4, -5, 7, -3, 9, -1, 10, 2, 11, 4, 11, 6, 11, 7, 9, 8, 8, 9, 6, 9, 4, 9, 2, 7, 0, 6, -1]"
CSI_DATA,32614,2023-11-12 21:22:14.773,1,fall,d4:da:21:98:07:d9,-33,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,405763913,0,37,0,104,0,"[20, 10, 18, 12, 16, 14, 13, 16, 10, 15, 7, 16, 4, 16, 2, 16, 0, 16, -2, 15, -4, 15, -6, 13, -6, 10, -8, 9, -9, 6, -10, 3, -11, 0, -12, -3, -13, -6, -15, -8, -15, -9, -16, -11, -16, -11, -16, -11, -16, -9, -14, -6, -8, 1, -5, 4, -2, 8, 1, 10, 4, 12, 7, 13, 9, 13, 10, 11, 11, 9, 11, 7, 11, 4, 9, 0, 8, -4, 6, -7, 4, -10, 1, -12, -1, -13, -3, -13, -6, -13, -8, -11, -9, -10, -10, -8, -10, -7, -10, -5, -9, -3, -8, -1]"
CSI_DATA,32615,2023-11-12 21:22:14.787,1,fall,d4:da:21:98:07:d9,-33,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,405778063,0,37,0,104,0,"[-14, -19, -11, -19, -8, -20, -5, -20, -2, -19, 1, -18, 4, -17, 6, -15, 8, -14, 9, -13, 11, -12, 11, -10, 10, -7, 11, -5, 10, -2, 9, 1, 8, 4, 7, 8, 7, 11, 6, 14, 6, 16, 5, 18, 6, 18, 6, 19, 6, 17, 6, 14, 6, 5, 6, 0, 6, -5, 5, -10, 4, -13, 2, -16, 1, -17, -1, -17, -2, -16, -4, -15, -6, -12, -8, -8, -9, -4, -10, -1, -10, 2, -9, 5, -8, 8, -7, 10, -5, 11, -3, 12, 0, 12, 2, 12, 3, 11, 4, 9, 5, 8, 5, 6]"
CSI_DATA,32616,2023-11-12 21:22:14.796,1,fall,d4:da:21:98:07:d9,-33,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,405788347,0,37,0,104,0,"[-21, 9, -21, 6, -21, 3, -20, -1, -19, -4, -17, -7, -16, -9, -14, -11, -13, -13, -11, -15, -9, -16, -7, -15, -5, -14, -3, -13, 0, -11, 3, -9, 6, -8, 9, -6, 13, -4, 16, -3, 18, -2, 21, -1, 21, -1, 21, -1, 20, -2, 17, -2, 8, -5, 2, -7, -3, -7, -8, -8, -12, -8, -16, -8, -18, -6, -18, -5, -18, -3, -17, -1, -15, 2, -11, 5, -8, 7, -4, 9, -1, 10, 2, 10, 5, 10, 7, 8, 9, 7, 11, 5, 12, 3, 12, 0, 12, -2, 11, -3, 10, -4, 8, -5]"
CSI_DATA,32617,2023-11-12 21:22:14.818,1,fall,d4:da:21:98:07:d9,-32,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,405807318,0,37,0,104,0,"[1, 21, -2, 20, -6, 18, -9, 16, -12, 14, -14, 11, -16, 9, -17, 6, -18, 4, -19, 3, -20, 1, -18, 0, -16, -1, -14, -3, -10, -5, -7, -7, -3, -9, 0, -11, 4, -13, 7, -16, 9, -17, 11, -19, 12, -20, 13, -21, 11, -20, 9, -18, 2, -12, -3, -8, -7, -3, -10, 1, -13, 5, -14, 8, -15, 11, -14, 12, -12, 13, -10, 14, -7, 14, -3, 13, 1, 11, 4, 10, 7, 7, 9, 5, 10, 2, 11, 0, 11, -3, 9, -6, 8, -8, 7, -10, 5, -12, 4, -12, 2, -12, 1, -11]"
CSI_DATA,32618,2023-11-12 21:22:14.825,1,fall,d4:da:21:98:07:d9,-32,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,405815912,0,37,0,104,0,"[-6, 18, -9, 16, -11, 13, -14, 10, -15, 7, -17, 4, -18, 1, -18, -1, -18, -4, -18, -5, -18, -6, -16, -7, -13, -7, -11, -7, -7, -7, -3, -8, 0, -8, 5, -9, 9, -10, 13, -10, 15, -11, 18, -11, 19, -12, 20, -12, 19, -12, 16, -11, 7, -9, 1, -7, -4, -6, -9, -3, -13, -1, -16, 0, -17, 2, -17, 4, -17, 5, -15, 7, -13, 9, -9, 9, -5, 10, -2, 10, 1, 9, 4, 9, 6, 7, 8, 5, 9, 2, 10, 0, 10, -3, 10, -5, 9, -7, 8, -8, 7, -9, 5, -8]"
