type,seq,timestamp,taget_seq,taget,mac,rssi,rate,sig_mode,mcs,cwb,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel_primary,channel_secondary,local_timestamp,ant,sig_len,rx_state,len,first_word_invalid,data
CSI_DATA,21011,2023-11-12 20:49:17.313,1,walk,d4:da:21:98:07:d9,-33,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,251639888,0,37,0,104,0,"[6, -24, 8, -22, 9, -20, 10, -18, 10, -15, 10, -12, 12, -10, 11, -7, 12, -5, 13, -3, 14, -2, 14, 0, 12, 1, 12, 2, 11, 4, 10, 6, 9, 7, 7, 9, 6, 11, 5, 14, 4, 15, 4, 16, 4, 16, 4, 17, 5, 16, 5, 13, 5, 6, 5, 2, 5, -2, 3, -6, 2, -8, 0, -10, -2, -11, -4, -11, -6, -10, -8, -8, -9, -5, -9, -2, -9, 2, -9, 5, -8, 8, -7, 10, -5, 11, -3, 12, -2, 12, 0, 10, 2, 9, 3, 7, 4, 5, 4, 2, 4, 0, 3, -2]"
CSI_DATA,21012,2023-11-12 20:49:17.329,1,walk,d4:da:21:98:07:d9,-33,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,251656163,0,37,0,104,0,"[-18, 18, -18, 16, -18, 14, -18, 12, -16, 8, -16, 6, -15, 3, -14, 0, -14, -2, -14, -4, -14, -6, -13, -7, -11, -7, -10, -9, -8, -10, -6, -11, -4, -12, -2, -13, 0, -15, 2, -16, 3, -17, 5, -17, 4, -18, 5, -18, 3, -17, 2, -15, -3, -9, -5, -5, -6, -1, -7, 2, -7, 6, -6, 8, -4, 10, -2, 11, 0, 11, 2, 10, 5, 8, 7, 6, 9, 2, 11, -1, 10, -4, 11, -6, 10, -8, 8, -10, 6, -10, 4, -10, 2, -10, 0, -9, -2, -7, -3, -5, -5, -3, -5, -2]"
CSI_DATA,21013,2023-11-12 20:49:17.345,1,walk,d4:da:21:98:07:d9,-33,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,251671872,0,37,0,104,0,"[-15, -23, -13, -22, -11, -22, -8, -20, -5, -18, -3, -16, 0, -15, 2, -13, 5, -12, 7, -12, 9, -11, 10, -10, 10, -8, 11, -7, 11, -5, 12, -3, 12, 0, 13, 2, 13, 4, 14, 7, 14, 8, 15, 10, 15, 10, 15, 11, 14, 9, 13, 7, 8, 0, 6, -3, 2, -6, -1, -7, -4, -8, -7, -8, -9, -8, -10, -6, -11, -4, -11, -1, -11, 2, -9, 5, -6, 8, -5, 11, -2, 12, 0, 13, 2, 13, 4, 12, 6, 10, 6, 8, 7, 5, 6, 3, 6, 0, 5, -2, 4, -4, 2, -5]"
CSI_DATA,21014,2023-11-12 20:49:17.357,1,walk,d4:da:21:98:07:d9,-33,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,251683868,0,37,0,104,0,"[-1, -25, 1, -23, 2, -22, 4, -19, 5, -16, 6, -13, 8, -11, 9, -8, 10, -7, 11, -5, 12, -3, 12, -2, 12, -1, 12, 1, 11, 2, 10, 4, 9, 6, 8, 8, 8, 10, 7, 12, 6, 14, 6, 15, 6, 16, 5, 16, 6, 15, 6, 12, 6, 5, 6, 1, 5, -2, 4, -6, 2, -8, 0, -9, -3, -10, -5, -9, -6, -8, -8, -6, -9, -3, -10, 0, -9, 3, -10, 6, -8, 9, -7, 11, -6, 12, -4, 12, -2, 11, 0, 9, 1, 8, 3, 5, 3, 3, 4, 1, 4, -1, 4, -3]"
CSI_DATA,21015,2023-11-12 20:49:17.365,1,walk,d4:da:21:98:07:d9,-33,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,251691874,0,37,0,104,0,"[-22, -13, -20, -13, -17, -14, -15, -14, -11, -13, -8, -13, -5, -13, -3, -13, 0, -13, 2, -13, 4, -13, 5, -13, 5, -11, 6, -11, 7, -9, 9, -7, 10, -6, 11, -4, 12, -2, 14, 0, 15, 1, 16, 3, 16, 2, 17, 3, 16, 2, 14, 0, 8, -3, 5, -5, 1, -6, -2, -7, -5, -7, -7, -6, -9, -4, -9, -2, -9, 0, -8, 3, -7, 5, -4, 8, -2, 9, 1, 12, 3, 12, 5, 12, 7, 11, 8, 9, 8, 7, 8, 5, 7, 3, 6, 0, 5, -2, 3, -3, 1, -5, 0, -5]"
CSI_DATA,21016,2023-11-12 20:49:17.377,1,walk,d4:da:21:98:07:d9,-33,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,251703872,0,37,0,104,0,"[-2, -25, 0, -23, 2, -22, 4, -19, 6, -16, 7, -13, 9, -11, 10, -8, 11, -6, 12, -5, 13, -4, 13, -2, 11, -1, 12, 0, 10, 2, 10, 4, 8, 6, 7, 8, 6, 10, 5, 13, 4, 14, 3, 16, 3, 16, 4, 17, 4, 16, 5, 13, 7, 6, 7, 3, 7, -1, 6, -5, 5, -7, 3, -9, 1, -10, -1, -9, -4, -8, -6, -7, -8, -4, -10, -1, -10, 2, -12, 5, -12, 8, -11, 10, -10, 11, -8, 11, -7, 11, -4, 10, -2, 8, 0, 6, 2, 5, 3, 2, 4, 0, 4, -2]"
CSI_DATA,21017,2023-11-12 20:49:17.396,1,walk,d4:da:21:98:07:d9,-33,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,251723879,0,37,0,104,0,"[-1, -24, 1, -22, 3, -21, 5, -19, 6, -16, 8, -13, 9, -11, 10, -9, 11, -7, 13, -5, 13, -4, 13, -2, 12, -1, 11, 0, 9, 2, 9, 5, 7, 6, 6, 8, 4, 11, 4, 13, 3, 14, 2, 16, 3, 16, 3, 17, 4, 15, 5, 13, 7, 6, 7, 2, 7, -2, 7, -5, 6, -7, 4, -9, 2, -10, 0, -10, -3, -9, -5, -7, -8, -5, -9, -1, -10, 2, -12, 5, -12, 7, -11, 9, -11, 11, -9, 11, -7, 11, -5, 10, -3, 9, -1, 7, 1, 5, 3, 3, 4, 0, 4, -2]"
CSI_DATA,21018,2023-11-12 20:49:17.405,1,walk,d4:da:21:98:07:d9,-33,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,251731878,0,37,0,104,0,"[-25, 1, -24, -2, -22, -4, -20, -6, -17, -8, -14, -9, -12, -11, -9, -12, -7, -14, -6, -14, -4, -15, -3, -15, -2, -13, 0, -13, 2, -11, 4, -10, 6, -9, 9, -7, 11, -6, 13, -5, 15, -5, 17, -4, 17, -4, 17, -5, 16, -5, 13, -7, 6, -8, 2, -9, -2, -9, -6, -8, -9, -6, -10, -5, -11, -2, -10, 0, -9, 2, -7, 5, -4, 7, -1, 8, 3, 9, 6, 11, 9, 10, 11, 10, 12, 9, 12, 7, 12, 5, 11, 3, 9, 1, 7, -1, 5, -3, 3, -4, 0, -5, -2, -5]"
CSI_DATA,21019,2023-11-12 20:49:17.417,1,walk,d4:da:21:98:07:d9,-33,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,251743870,0,37,0,104,0,"[-23, -7, -20, -9, -19, -11, -16, -11, -13, -12, -10, -13, -7, -14, -5, -14, -3, -14, -1, -15, 0, -15, 1, -14, 2, -12, 4, -12, 5, -10, 7, -8, 8, -6, 10, -5, 11, -3, 13, -1, 14, -1, 16, 0, 16, 0, 17, -1, 15, -2, 13, -3, 7, -6, 3, -7, -1, -8, -4, -8, -7, -7, -9, -6, -10, -4, -10, -2, -9, 1, -8, 3, -6, 6, -2, 8, 1, 9, 4, 10, 6, 10, 8, 10, 10, 9, 10, 8, 11, 6, 10, 3, 9, 2, 7, -1, 5, -2, 3, -3, 1, -4, -1, -4]"
CSI_DATA,21020,2023-11-12 20:49:17.425,1,walk,d4:da:21:98:07:d9,-33,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,251751914,0,37,0,104,0,"[7, -23, 8, -21, 10, -19, 11, -16, 12, -13, 12, -10, 13, -7, 13, -5, 14, -2, 15, -1, 14, 1, 14, 2, 12, 3, 11, 4, 9, 5, 7, 7, 5, 8, 3, 10, 2, 11, 0, 13, -1, 15, -1, 16, 0, 16, 0, 17, 1, 16, 2, 13, 5, 7, 6, 3, 6, -1, 6, -5, 5, -7, 4, -9, 2, -11, 0, -11, -2, -10, -5, -8, -7, -6, -9, -2, -10, 1, -11, 3, -11, 6, -11, 8, -10, 10, -8, 10, -6, 11, -4, 10, -2, 9, 0, 7, 1, 5, 3, 3, 3, 1, 3, -1]"
