type,seq,timestamp,taget_seq,taget,mac,rssi,rate,sig_mode,mcs,cwb,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel_primary,channel_secondary,local_timestamp,ant,sig_len,rx_state,len,first_word_invalid,data
CSI_DATA,305128,2023-11-13 22:16:02.759,1,fall,d4:da:21:98:07:d9,-28,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,3678626617,0,37,0,104,0,"[16, -4, 13, -4, 10, -3, 6, -1, 3, 3, 0, 6, -2, 10, -2, 13, -3, 17, -3, 20, -3, 23, -1, 23, 0, 22, 0, 22, 0, 19, -1, 18, -2, 15, -5, 12, -9, 11, -12, 9, -16, 9, -20, 8, -21, 8, -25, 9, -25, 9, -23, 9, -18, 6, -14, 4, -10, 1, -6, -3, -4, -7, -2, -11, -1, -14, -2, -17, -3, -19, -4, -20, -6, -20, -7, -18, -8, -16, -9, -13, -9, -9, -8, -6, -6, -2, -4, 1, -2, 4, 1, 5, 4, 6, 6, 6, 8, 5, 9, 4, 10, 2, 9, 0]"
CSI_DATA,305129,2023-11-13 22:16:02.767,1,fall,d4:da:21:98:07:d9,-28,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,3678634610,0,37,0,104,0,"[-5, 19, -4, 16, -4, 11, -4, 7, -5, 2, -7, -3, -10, -6, -13, -8, -17, -11, -20, -12, -23, -13, -24, -12, -24, -10, -24, -10, -22, -8, -19, -10, -16, -9, -12, -11, -9, -13, -6, -16, -5, -19, -2, -23, -3, -25, -1, -28, -1, -29, -2, -28, -1, -21, 0, -16, 2, -11, 4, -6, 8, -3, 11, 0, 15, 2, 17, 2, 20, 2, 21, 1, 22, 0, 20, -3, 18, -5, 15, -6, 10, -7, 6, -7, 2, -6, -2, -5, -5, -2, -7, 0, -8, 3, -9, 6, -8, 8, -7, 9, -5, 10, -3, 10]"
CSI_DATA,305130,2023-11-13 22:16:02.784,1,fall,d4:da:21:98:07:d9,-28,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,3678651041,0,37,0,104,0,"[7, -20, 6, -17, 5, -13, 5, -8, 5, -3, 7, 1, 10, 5, 13, 8, 16, 10, 19, 12, 22, 13, 24, 12, 23, 10, 24, 9, 21, 8, 19, 9, 16, 9, 13, 11, 10, 13, 8, 16, 6, 19, 4, 22, 4, 25, 3, 28, 3, 28, 4, 26, 2, 19, 0, 15, -3, 10, -6, 6, -10, 3, -14, 1, -17, 0, -20, 1, -22, 2, -23, 3, -23, 5, -20, 7, -17, 8, -13, 9, -9, 9, -4, 8, 0, 6, 3, 3, 5, 0, 6, -4, 6, -7, 6, -10, 4, -11, 2, -12, 0, -12, -3, -11]"
CSI_DATA,305131,2023-11-13 22:16:02.800,1,fall,d4:da:21:98:07:d9,-28,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,3678666610,0,37,0,104,0,"[14, -9, 11, -8, 9, -5, 7, -2, 5, 2, 4, 6, 4, 9, 5, 12, 5, 16, 7, 17, 9, 20, 9, 20, 10, 18, 10, 17, 9, 15, 7, 15, 4, 14, 1, 13, -2, 14, -6, 14, -8, 16, -11, 17, -11, 18, -13, 20, -13, 20, -12, 19, -9, 13, -8, 9, -7, 4, -7, -1, -8, -4, -10, -8, -11, -10, -13, -11, -15, -12, -17, -11, -18, -9, -17, -6, -15, -4, -14, -1, -11, 1, -8, 3, -4, 4, 0, 4, 3, 3, 6, 1, 8, 0, 9, -2, 9, -5, 8, -6, 7, -8, 5, -9]"
CSI_DATA,305132,2023-11-13 22:16:02.808,1,fall,d4:da:21:98:07:d9,-28,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,3678674971,0,37,0,104,0,"[-2, 16, -2, 13, -3, 10, -4, 6, -6, 2, -9, -2, -12, -4, -14, -5, -18, -7, -20, -7, -23, -8, -23, -7, -22, -5, -22, -5, -19, -5, -17, -6, -14, -7, -12, -9, -9, -12, -7, -15, -6, -18, -6, -21, -6, -23, -5, -26, -5, -26, -6, -24, -4, -17, -2, -13, 1, -8, 4, -5, 8, -2, 11, -1, 15, 0, 17, 0, 19, -1, 20, -3, 20, -4, 17, -6, 14, -7, 11, -8, 7, -9, 3, -8, 0, -6, -3, -4, -6, -1, -7, 1, -8, 4, -7, 7, -6, 8, -4, 10, -2, 10, 0, 10]"
CSI_DATA,305133,2023-11-13 22:16:02.820,1,fall,d4:da:21:98:07:d9,-28,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,3678686616,0,37,0,104,0,"[-16, -2, -13, -2, -10, -3, -6, -4, -2, -6, 2, -9, 4, -12, 5, -14, 7, -17, 7, -20, 8, -22, 7, -22, 5, -21, 5, -21, 5, -18, 6, -16, 7, -13, 9, -10, 11, -7, 15, -5, 17, -3, 20, -2, 22, -2, 24, -2, 24, -2, 22, -2, 16, -1, 11, 1, 7, 3, 3, 5, -1, 8, -3, 11, -4, 14, -4, 16, -4, 18, -2, 19, -1, 20, 1, 17, 3, 14, 5, 12, 5, 8, 6, 5, 5, 1, 3, -3, 2, -5, -1, -7, -3, -9, -5, -9, -8, -8, -9, -7, -10, -5, -10, -3]"
CSI_DATA,305134,2023-11-13 22:16:02.828,1,fall,d4:da:21:98:07:d9,-28,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,3678695001,0,37,0,104,0,"[9, 12, 7, 10, 4, 8, 0, 6, -4, 4, -8, 3, -12, 4, -15, 4, -18, 5, -21, 7, -22, 8, -22, 9, -20, 9, -20, 8, -17, 7, -17, 5, -14, 2, -14, -2, -13, -5, -14, -9, -14, -12, -15, -15, -17, -17, -18, -20, -17, -19, -17, -17, -11, -13, -8, -10, -3, -8, 2, -6, 6, -6, 10, -6, 13, -7, 15, -8, 16, -10, 17, -12, 15, -13, 12, -13, 9, -13, 6, -13, 3, -11, 0, -8, -3, -6, -5, -2, -6, 1, -6, 4, -5, 7, -4, 9, -2, 10, 0, 10, 2, 10, 4, 8]"
CSI_DATA,305135,2023-11-13 22:16:02.840,1,fall,d4:da:21:98:07:d9,-28,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,3678706942,0,37,0,104,0,"[-17, -10, -14, -8, -10, -7, -5, -7, 1, -7, 6, -9, 10, -11, 13, -13, 16, -16, 18, -18, 19, -20, 19, -21, 16, -20, 16, -20, 13, -17, 14, -14, 13, -10, 14, -6, 15, -1, 18, 3, 20, 5, 23, 8, 25, 9, 27, 11, 27, 11, 25, 10, 17, 7, 12, 6, 6, 6, 0, 7, -5, 9, -9, 11, -12, 13, -13, 15, -14, 18, -13, 20, -12, 20, -8, 19, -4, 17, -2, 15, 2, 12, 4, 7, 5, 3, 5, -1, 5, -5, 3, -8, 1, -11, -2, -12, -4, -12, -6, -11, -8, -10, -9, -7]"
CSI_DATA,305136,2023-11-13 22:16:02.848,1,fall,d4:da:21:98:07:d9,-28,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,3678714615,0,37,0,104,0,"[-15, 11, -12, 8, -10, 5, -7, 1, -6, -4, -5, -9, -6, -13, -6, -16, -8, -20, -9, -22, -11, -25, -11, -24, -12, -22, -12, -21, -9, -18, -7, -18, -4, -15, 0, -15, 4, -14, 9, -15, 12, -16, 15, -17, 17, -18, 20, -20, 19, -19, 17, -18, 12, -12, 10, -8, 7, -3, 6, 2, 5, 7, 5, 11, 6, 14, 7, 16, 9, 17, 11, 18, 12, 16, 13, 13, 12, 9, 12, 6, 10, 2, 8, -1, 4, -4, 1, -6, -2, -7, -6, -6, -8, -6, -10, -4, -11, -2, -11, 0, -11, 2, -9, 4]"
CSI_DATA,305137,2023-11-13 22:16:02.865,1,fall,d4:da:21:98:07:d9,-29,11,0,0,0,0,0,0,0,0,0,-99,0,12,2,3678732077,0,37,0,104,0,"[10, 14, 8, 12, 5, 9, 1, 7, -4, 5, -8, 4, -12, 4, -16, 4, -19, 5, -22, 6, -24, 8, -24, 9, -21, 9, -21, 9, -18, 8, -17, 5, -15, 3, -14, -1, -13, -5, -14, -9, -14, -13, -16, -16, -17, -18, -18, -20, -18, -20, -17, -18, -12, -13, -8, -10, -3, -7, 1, -6, 6, -5, 10, -5, 13, -5, 15, -7, 16, -8, 16, -10, 15, -12, 12, -12, 9, -12, 6, -12, 2, -10, -2, -8, -4, -6, -6, -2, -7, 1, -7, 4, -6, 6, -4, 8, -3, 9, 0, 9, 2, 9, 4, 7]"
